HotelReviews,Labels,review_without_stopwords
"at check in, the girl gave us a smoking room. we asked for nonsmoking. i had to get another room. it was by the elevators. loud! really loud!. the new room didn't have a shower door. so every day water spilled on to the floor and wet the carpet. the public transportation is amazing. you don't need a car in chicago. you can get anywhere by train or bus. it's fast too. area recommendations chicago is great! good shopping, good food (ginos east!!!) and great bars. the tornado that knocked out the windows in the sears tower was really cool! i loved being in the hardest rain storm i've ever seen!
",truth,"check in, girl gave us smoking room. asked nonsmoking. get another room. elevators. loud! really loud!. new room shower door. every day water spilled floor wet carpet. public transportation amazing. need car chicago. get anywhere train bus. fast too. area recommendations chicago great! good shopping, good food (ginos east!!!) great bars. tornado knocked windows sears tower really cool! loved hardest rain storm i've ever seen!"
"i can easily say this is one of the worst hotels i've stayed at the. the receptionist up front was a snooty, sarcastic teenager or post teenager. you can get better service from a waiter or waitress at a diner. the room was dirty, stains on the carpet, the showerhead was moldy and rusted, the doors of the bathroom and main door all had dents and scratches. the towels had a horrible aroma. the hotel is very narrow, so we were near a construction zone so, i would plan on waking up at 6:am if you choose the talbott. the next day, i asked for another room and the concierge who was a decent guy moved us to a larger more comfortable room. that room though was right by the elevator and it was torture hearing the sounds of the elevator which just would never stop. i asked for late checkout at 1pm and the receptionist refused stating that we would be charged for a half day, if were not out by noon. i had to speak to the manager who gave us till 1pm. please stay away from this hotel, i think a holiday inn would be better. andrew f. gulli
",truth,"easily say one worst hotels i've stayed the. receptionist front snooty, sarcastic teenager post teenager. get better service waiter waitress diner. room dirty, stains carpet, showerhead moldy rusted, doors bathroom main door dents scratches. towels horrible aroma. hotel narrow, near construction zone so, would plan waking 6:am choose talbott. next day, asked another room concierge decent guy moved us larger comfortable room. room though right elevator torture hearing sounds elevator would never stop. asked late checkout 1pm receptionist refused stating would charged half day, noon. speak manager gave us till 1pm. please stay away hotel, think holiday inn would better. andrew f. gulli"
"we reserved a room with a sleeper couch a few weeks before our stay. after checking in and unpacking, we discovered that the sleeper sofa had been removed (supposedly during renovation). the front desk clerk and bellman never mentioned that there was no sleeper sofa even though they saw all 4 of us check into the room. colleen, one of the managers, was argumentative and did nothing to resolve the problem. we ended up having one of our children sleep on the couch and the other slept on an antiquated rollaway bed. we never spoke to the general manager who was conveniently ""absent from the hotel"" during most of our stay. we stayed here on more than one occasion over the past decade and had never encountered such incompetence. we had to make several phone calls to receive a miserly discount and we never received an apology. the lack of training of the staff was clearly evident, as was the cavalier attitude of the management.
",truth,"reserved room sleeper couch weeks stay. checking unpacking, discovered sleeper sofa removed (supposedly renovation). front desk clerk bellman never mentioned sleeper sofa even though saw 4 us check room. colleen, one managers, argumentative nothing resolve problem. ended one children sleep couch slept antiquated rollaway bed. never spoke general manager conveniently ""absent hotel"" stay. stayed one occasion past decade never encountered incompetence. make several phone calls receive miserly discount never received apology. lack training staff clearly evident, cavalier attitude management."
"great building and location, but... staff is indifferent, you have to pay for wifi (after $300 usd/night i would expect at least free wifi), no pool in the building and something i found really annoying is that, if you move anything from the minibar, they have sensors that automatically charge you. this is ridicoulus.the ipod dock in the room didn't work. also, we had to move thenightstand between beds and found dirt all over. definitely is not value for your money. you're just paying for the hard rock brand. i will never go back to a hard rock hotel.
",truth,"great building location, but... staff indifferent, pay wifi (after $300 usd/night would expect least free wifi), pool building something found really annoying that, move anything minibar, sensors automatically charge you. ridicoulus.the ipod dock room work. also, move thenightstand beds found dirt over. definitely value money. paying hard rock brand. never go back hard rock hotel."
"this is a great hotel but there is no way that i would recommend it until the construction around it is complete. the elevator is the alley starts for the construction site behind at 5:30am and goes on into the night. dumpster filling and emptying also seems to go on 24/7. worst of all, the restaurant is open to the sidewalk cafe here and the rats go scampering from the construction next door to street to grating. ugh!
",truth,"great hotel way would recommend construction around complete. elevator alley starts construction site behind 5:30am goes night. dumpster filling emptying also seems go 24/7. worst all, restaurant open sidewalk cafe rats go scampering construction next door street grating. ugh!"
"my wife and i just spent the labor day weekend in the city, choosing the hard rock hotel as our pad. we've stayed at the hrh in orlando twice and are blown away by the ambience there. it's not that way here. these may be all ticky tacky things, but they added up to us. first of all, the room. we upgraded our reservation thru the hrh website for a room with ""an incredible view"". well, our 9th floor view was of nothing more than the venting on top of the building next to us. that was all we could see. so there was no view. the room was muggy. we had the air turned down all the way and it never got below 74. we woke up sweaty both days. when we opened the window to get a breeze, the noise from the rooftop next to us was overbearing. the room was small and dark, but it didn't bother us that much. the bed may have been the mosr comfortable bed i ever slept in. and we even joked about stealing the pillows! we had the same issue with the honor bar as a previous poster, but they removed the charges no prob. throughout the entire hotel, i counted a total of 3 pieces of music memorabilia. i thought it was a pretty cheesy attempt to renovate an old hotel, throw a styx guitar on the wall, and slap a hrh emblem on the outside. the hotel itself was very clean and did not look like a renovation. the location is good, right on the south end of the mag mile, but there are 10-15 better hotels in a better location to shopping, quality eats, and navy pier. if you have a car, parking will cost you $38/day, which is prob normal for downtown. the hotel restaurant was a chinese restaurant. the bar was small and trendy, and i guess the kicker to it all was that my wife tried to order a pina colada and they told us they didn't have a blender. whaat???? a hrh without a blender? did they not know that jimmy buffet was in town???? mind blowing! i would never, never, never go back here. like i said, there are many better hotels in much better locations. i will stay at the hrh in orlando or elsewhere again.
",truth,"wife spent labor day weekend city, choosing hard rock hotel pad. we've stayed hrh orlando twice blown away ambience there. way here. may ticky tacky things, added us. first all, room. upgraded reservation thru hrh website room ""an incredible view"". well, 9th floor view nothing venting top building next us. could see. view. room muggy. air turned way never got 74. woke sweaty days. opened window get breeze, noise rooftop next us overbearing. room small dark, bother us much. bed may mosr comfortable bed ever slept in. even joked stealing pillows! issue honor bar previous poster, removed charges prob. throughout entire hotel, counted total 3 pieces music memorabilia. thought pretty cheesy attempt renovate old hotel, throw styx guitar wall, slap hrh emblem outside. hotel clean look like renovation. location good, right south end mag mile, 10-15 better hotels better location shopping, quality eats, navy pier. car, parking cost $38/day, prob normal downtown. hotel restaurant chinese restaurant. bar small trendy, guess kicker wife tried order pina colada told us blender. whaat???? hrh without blender? know jimmy buffet town???? mind blowing! would never, never, never go back here. like said, many better hotels much better locations. stay hrh orlando elsewhere again."
"i am not much of a complainer, as you can see when reviewing my other posts on this site, but the talbott provided such bad service that i feel the need to warn future travelers to chicago: my girlfriend and i stayed at the talbott for 2 nights in late july 2006. the first sign that something was wrong come during the initial booking of the room over the phone. the receptionist was outright rude, but took the reservation without a mistake. during our stay the hotel and restaurant staff was extraordinary incompetent, the waiters, the managers, nobody was friendly, nor tied to accommodate us. [------------------------] we and many others who stayed at the hotel attended a wedding reception close by and had arranged the hotel bar to remain open from 12-2 to have an after hour's party. the hotel manager had assured us that this was secured and done in the past upon such occasions. when we returned from the reception at 11:50pm the bar was closing and the night manager and hotel staff were very rude to me and my friends. ""nobody told us, we can't do anything for you."" ""are you sure that you arranged this?"" two quotes so typical for this hotel's staff that i know that i will never stay at this hotel again. i understand that mistakes are made and that communication can be difficult across different shifts in a hotel, but blaming the customer so being confused and failing to arrange what i know had been arranged for and was later confirmed by the day staff is too rude even for my taste.[-----]
",truth,"much complainer, see reviewing posts site, talbott provided bad service feel need warn future travelers chicago: girlfriend stayed talbott 2 nights late july 2006. first sign something wrong come initial booking room phone. receptionist outright rude, took reservation without mistake. stay hotel restaurant staff extraordinary incompetent, waiters, managers, nobody friendly, tied accommodate us. [------------------------] many others stayed hotel attended wedding reception close arranged hotel bar remain open 12-2 hour's party. hotel manager assured us secured done past upon occasions. returned reception 11:50pm bar closing night manager hotel staff rude friends. ""nobody told us, can't anything you."" ""are sure arranged this?"" two quotes typical hotel's staff know never stay hotel again. understand mistakes made communication difficult across different shifts hotel, blaming customer confused failing arrange know arranged later confirmed day staff rude even taste.[-----]"
"rooms are so dark we had to insist they bring lamps so we could see. the room we had at almost $400 a night was dingy and small. don't mistakingly think the hard rock cafe is there, it isn't. they have a chinese restaurant that is overpriced and limited on items. the room service menu is broken down in terms of times you can order certain foods. when my wife wanted a milk shake we had to call the manager to have it made since the kitchen staff said it wasn't a choice. the rolled roast beef sandwich was listed under the 2 am choice and they refused to make it untill again, we called the manager who did get it to us. the staff did appear friendly, although housekeeping totally disregarded our 'do not disturb' sign and would call us on the phone. don't make the mistake of staying here but if you do, walk across the street and buy snacks you want because even a soda is $3 plus 19% gratuity. we ended up having to order delivery food brought to us. this is the most overpriced, over rated and dingy hotel we've ever stayed in. taxi to airport is $40.
",truth,"rooms dark insist bring lamps could see. room almost $400 night dingy small. mistakingly think hard rock cafe there, isn't. chinese restaurant overpriced limited items. room service menu broken terms times order certain foods. wife wanted milk shake call manager made since kitchen staff said choice. rolled roast beef sandwich listed 2 choice refused make untill again, called manager get us. staff appear friendly, although housekeeping totally disregarded 'do disturb' sign would call us phone. make mistake staying do, walk across street buy snacks want even soda $3 plus 19% gratuity. ended order delivery food brought us. overpriced, rated dingy hotel we've ever stayed in. taxi airport $40."
"went there for business and the hard rock hotel on wacker drive was recommended. i was to meet my girlfriend there who had arrived 1 hour before me. when she go there at 6pm, the room wasn't ready, the phone didn't work, the shower didn't work. when i got there she was already very upset. i called the manager to complain, but was put on hold for 30 min. i could hear everything in the room next to me as if there wasn't any wall separating us. i asked for a wake up call, but nobody called me the next morning. when i called to complain the next day, the told me the phone system was down. ordered room service and got the wrong order... the building is very old and the elevator sounds like it is on its last breath... i would not recommend it to anyone patrick
",truth,"went business hard rock hotel wacker drive recommended. meet girlfriend arrived 1 hour me. go 6pm, room ready, phone work, shower work. got already upset. called manager complain, put hold 30 min. could hear everything room next wall separating us. asked wake call, nobody called next morning. called complain next day, told phone system down. ordered room service got wrong order... building old elevator sounds like last breath... would recommend anyone patrick"
"i'm sitting in the hotel as i right this review and am not impressed with the room. the hotel is not modern in the least - it feels like you're staying in your grandmother's attic. wallpaper is peeling off the wall, not well lit, very few outlets in the room -- especially convenient ones (none next to the bed or built into lamps), terrible views and loud construction noises woke me up at 7am. even the location is off the beaten path - closest l stop is on the red line -- so not accessible via the loop stops on the blue line from the airport without transferring. health club is not on site either. there are hundreds of other hotels i would stay in over this one.
",truth,"i'm sitting hotel right review impressed room. hotel modern least - feels like staying grandmother's attic. wallpaper peeling wall, well lit, outlets room -- especially convenient ones (none next bed built lamps), terrible views loud construction noises woke 7am. even location beaten path - closest l stop red line -- accessible via loop stops blue line airport without transferring. health club site either. hundreds hotels would stay one."
"i booked two rooms four months in advance at the talbott. we were placed on the top floor next to the elevators, which are used all night long. when speaking to the front desk, i was told that they were simply honoring my request for an upper floor, which i had requested for a better view. i am looking at a brick wall, and getting no sleep. he also told me that they had received complaints before from guests on the 16th floor, and were aware of the noise problem. why then did they place us on this floor when the hotel is not totally booked? a request for an upper floor does not constitute placing someone on the top floor and using that request to justify this. if you decide to stay here, request a room on a lower floor and away from the elevator! i spoke at length when booking my two rooms about my preferences. this is simply poor treatment of a guest whom they believed would not complain.
",truth,"booked two rooms four months advance talbott. placed top floor next elevators, used night long. speaking front desk, told simply honoring request upper floor, requested better view. looking brick wall, getting sleep. also told received complaints guests 16th floor, aware noise problem. place us floor hotel totally booked? request upper floor constitute placing someone top floor using request justify this. decide stay here, request room lower floor away elevator! spoke length booking two rooms preferences. simply poor treatment guest believed would complain."
"not worth the price, even a little bit. a week prior to scheduled check-in, receiving an email for a room upgrade and accepting, of course, upon arrival, nobody knows about it. typical. after nobody was doing anything about it, i notified them of this stay's review will be posted on the newly-developing thechicagocritic . com, all of a sudden they figured out the problem and even offered an early check-in. too little, too late. very small room with 2 queens instead of the ""select king"" i was supposed to have. windows didnt open, tv took forever to change channels and the bathroom fan was not controllable. the faboulous lodge net system that every hotel in the world uses for ease of checkout for guests, well there was no check out feature. this shit hole couldn't hold a candle to the las vegas hard rock!
",truth,"worth price, even little bit. week prior scheduled check-in, receiving email room upgrade accepting, course, upon arrival, nobody knows it. typical. nobody anything it, notified stay's review posted newly-developing thechicagocritic . com, sudden figured problem even offered early check-in. little, late. small room 2 queens instead ""select king"" supposed have. windows didnt open, tv took forever change channels bathroom fan controllable. faboulous lodge net system every hotel world uses ease checkout guests, well check feature. shit hole hold candle las vegas hard rock!"
"hi ho hi ho, off to chicago we go. here's the skinny, if you're hoping to run into a washed up rock star (cece deville for us, and no the teenagers had no idea who he was) you may want to spend your hard earned money here. i took my younger sister and a couple of her friends (teenagers) for an overnighter in chicago on our way to wisconsin. i chose the hard rock for the ambiance. i mean come on it is supposed to be ""cool"". well it wasn't. the positives: *it is in the carbon & carbide building, which is beautiful. *the location: it sits in the middle of everything *the lobby has two computers for guest use. *the fitness center is very nice. cardio machines have individual tv's and there are head phones in case you forgot yours. they have protein bars for those that like them for a post workout snack. *check-in and out was quick and valet was very courteous. the negatives: *the rooms were small and ours wasn't clean (pistachio shells on the floor). the rooms were painted purplish gray (we were on the prince floor) with a picture of bob marley hanging on one of the walls. the girls thought the coolest part about the hotel was the fuzzy throw pillows. *bathroom had only a shower and not a full tub. *the cable reception was poor; i kept looking for the bunny ears to fix the picture. *it isn't anywhere near the hard rock cafe. *there was very little memorabilia. *there is no pool, and yes i knew this when i made the reservation. to wrap it up, i won't be staying here again. if i am going to drop almost 4 benjamins on a hotel room, i will stay at the palmer house hilton. but that is a whole different review.
",truth,"hi ho hi ho, chicago go. here's skinny, hoping run washed rock star (cece deville us, teenagers idea was) may want spend hard earned money here. took younger sister couple friends (teenagers) overnighter chicago way wisconsin. chose hard rock ambiance. mean come supposed ""cool"". well wasn't. positives: *it carbon & carbide building, beautiful. *the location: sits middle everything *the lobby two computers guest use. *the fitness center nice. cardio machines individual tv's head phones case forgot yours. protein bars like post workout snack. *check-in quick valet courteous. negatives: *the rooms small clean (pistachio shells floor). rooms painted purplish gray (we prince floor) picture bob marley hanging one walls. girls thought coolest part hotel fuzzy throw pillows. *bathroom shower full tub. *the cable reception poor; kept looking bunny ears fix picture. *it anywhere near hard rock cafe. *there little memorabilia. *there pool, yes knew made reservation. wrap up, staying again. going drop almost 4 benjamins hotel room, stay palmer house hilton. whole different review."
"we chose to stay at a small hotel because we did were looking for a hotel with less crowds. we anticipated we would get better service in a smaller hotel, than some of the other larger high rise hotels. we did not experience very good service at the talbott hotel. when we checked irena seemed very robotic and aloof. the front desk clerks were neither welcoming nor gracious. the lobby is small and the front desk is just a few feet from the front door. each time we came into the hotel we were never greeted nor even received a smile from the staff, just a blank stare and gaze. the front desk staff was chilly and stiff, no greetings, no smiles and no personality. they had difficulty answering simple questions or requests. on the other hand the bellman perry was great. he was sociable and very service oriented. he was aware of what is going on in the area. he recognizes the guests and he offered suggestions about things to do in the immediate area, and where to eat in the neighborhood. he is authentic and he even asked us upon our return ""how was that restaurant?"" tim the concierge was also supportive. he gave us 10% discount coupons for shopping at the major department stores. we had the largest suite. we requested a rollaway (extra charge) when we made our reservation and we had to ask five different times to have the rollaway bed delivered to our room before it came after 10pm. when the rollaway finally came we had to call back the front desk because they did not deliver a blanket or pillow with the bed. what made our talbott hotel experience most disappointing was that we may have never received any housekeeping unless we had asked to have our room cleaned. we were out of our room from 8am and when we returned to our room at 4pm the rooms had not been cleaned. we called the front desk to ask to send someone. the maid rushed to clean our room while we had to shower and change for the evening. the room itself was pleasant. it did have a moldy smell and some frabreez would have been nice to bring along since the windows do not open much. we were next to a noisy neighbor and the walls were thin. we really liked staying in this area of chicago but expected first rate service. the service was very weak and unacceptable for this class of hotel.
",truth,"chose stay small hotel looking hotel less crowds. anticipated would get better service smaller hotel, larger high rise hotels. experience good service talbott hotel. checked irena seemed robotic aloof. front desk clerks neither welcoming gracious. lobby small front desk feet front door. time came hotel never greeted even received smile staff, blank stare gaze. front desk staff chilly stiff, greetings, smiles personality. difficulty answering simple questions requests. hand bellman perry great. sociable service oriented. aware going area. recognizes guests offered suggestions things immediate area, eat neighborhood. authentic even asked us upon return ""how restaurant?"" tim concierge also supportive. gave us 10% discount coupons shopping major department stores. largest suite. requested rollaway (extra charge) made reservation ask five different times rollaway bed delivered room came 10pm. rollaway finally came call back front desk deliver blanket pillow bed. made talbott hotel experience disappointing may never received housekeeping unless asked room cleaned. room 8am returned room 4pm rooms cleaned. called front desk ask send someone. maid rushed clean room shower change evening. room pleasant. moldy smell frabreez would nice bring along since windows open much. next noisy neighbor walls thin. really liked staying area chicago expected first rate service. service weak unacceptable class hotel."
"avoid the talbot, especially for group functions. my in-laws spent a great deal of time trying to find just the right hotel to use for our wedding party and several out of town guests. they were lured in by promises from the talbot, that since they were a small boutique hotel that they could provide ""special, personal treatment"". nothing could have been further from the truth. they failed to honor two requests to keep the bar open after our reception, they persistently confused reservation requests, they front desk failed to contact the valet despite multiple requests and nearly caused of my guests, his wife, and his two year old daughter to miss their departing flight. now the worse part. mistakes are made, even hotel managers are human, but where a hotel, which is supposed to be in the hospitality service, can distinguish itself is in how they handle and correct the error. case in point: i had requested on several occasions when i made the reservations for my family that they all be placed under my credit card, all expenses, they assurred me that this would be no problem. of course, when my brother, his wife, and asthmatic five year old arrived to searing hot and humid chicago after six hours of travel they wouldn't let them check in until they physically saw my card... again despite them having my card on record, and despite my explaining this to them over the phone. my brother recalls the ""indignation"" of the desk clerk when he mentioned that the charges were to be put on my card. then another guest, in this case my older brother, came by and put the charges onto his card so that the five year old could escape the heat and the prolonged waiting in the lobby. when i finally was able to get across town, leaving a cubs game early, i again spoke to them about putting all the charges on my account. again they agreed, but never did anything about it. in the end when my older brother checked out on sunday he was told everything was alright, but when he went to his atm his account was frozen from ""unathorized overuse"". the hotel kept billing his debit card automatically for multiple charges ubtil his account was essentially drained. when he got home he had to take an entire day off to discuss with his bank how to rectify these events. i spent sunday afternoon for an hour and three hours on monday, the first two days of my honeymoon on the phone, calling the talbot, the credit card fraud division, my brother, etc trying to solve this situation. the most aggregious insults continued to come form the covering manager, who at one point suggested that ""i was mistaken about coming back down to talk with the desk clerk about these matters"".... this was a witnessed event, and her insinuation was that i was lying, and that there was no way her clerk could have made a mistake. in the end, there is no one running this place... managers from one department refer you to the manager of another departments voice mail. when i was finally able to get the name of the general manager (after two days)m neither he nor his assistant would ever call back. the communication between the staff and mangement is non-existant. fortuneatly the staff at the signature room (where we had the reception) was beyond excellent so the day was not lost, but the the talbot went out of its way to insult and poorly serve my family and many of our wedding guests. try the ambassador east (same neighborhood) cheaper, much more professional staff.
",truth,"avoid talbot, especially group functions. in-laws spent great deal time trying find right hotel use wedding party several town guests. lured promises talbot, since small boutique hotel could provide ""special, personal treatment"". nothing could truth. failed honor two requests keep bar open reception, persistently confused reservation requests, front desk failed contact valet despite multiple requests nearly caused guests, wife, two year old daughter miss departing flight. worse part. mistakes made, even hotel managers human, hotel, supposed hospitality service, distinguish handle correct error. case point: requested several occasions made reservations family placed credit card, expenses, assurred would problem. course, brother, wife, asthmatic five year old arrived searing hot humid chicago six hours travel let check physically saw card... despite card record, despite explaining phone. brother recalls ""indignation"" desk clerk mentioned charges put card. another guest, case older brother, came put charges onto card five year old could escape heat prolonged waiting lobby. finally able get across town, leaving cubs game early, spoke putting charges account. agreed, never anything it. end older brother checked sunday told everything alright, went atm account frozen ""unathorized overuse"". hotel kept billing debit card automatically multiple charges ubtil account essentially drained. got home take entire day discuss bank rectify events. spent sunday afternoon hour three hours monday, first two days honeymoon phone, calling talbot, credit card fraud division, brother, etc trying solve situation. aggregious insults continued come form covering manager, one point suggested ""i mistaken coming back talk desk clerk matters"".... witnessed event, insinuation lying, way clerk could made mistake. end, one running place... managers one department refer manager another departments voice mail. finally able get name general manager (after two days)m neither assistant would ever call back. communication staff mangement non-existant. fortuneatly staff signature room (where reception) beyond excellent day lost, talbot went way insult poorly serve family many wedding guests. try ambassador east (same neighborhood) cheaper, much professional staff."
"the good location views decor room service friendly staff the bad shower curtain in replacement room was too short and leaked bed was just ok the ugly had to pack our bags again and change rooms after loud noises from the elevator kept us up. i am a heavy sleeper but even with my white noise app cranked on the hotel's ipod dock it was still loud enough to keep me up. also our toilet leaked into a puddle by the shower. the staff did however provide a replacement room although not immediately. also, they mentioned that they had aready been aware of the noise problem with that room from past customers.
",truth,"good location views decor room service friendly staff bad shower curtain replacement room short leaked bed ok ugly pack bags change rooms loud noises elevator kept us up. heavy sleeper even white noise app cranked hotel's ipod dock still loud enough keep up. also toilet leaked puddle shower. staff however provide replacement room although immediately. also, mentioned aready aware noise problem room past customers."
"move beyond the rock theme and it's an average hotel with a good location. room was unbearably hot and the controls on the wall did nothing. thank goodness the window opened or we'd have been cooked alive. that of course let in all the noise from michigan ave. this combined with our neighbors door slamming against their thrown door lock every 30 seconds made for a lively setting. room was stuffy too. burn marks on carpet lead me to believe nasty smokers had occupied room on many occasions. wife happy w/ aveda in bath. base bar was good with great service and well made drinks tho pricey.
",truth,move beyond rock theme average hotel good location. room unbearably hot controls wall nothing. thank goodness window opened we'd cooked alive. course let noise michigan ave. combined neighbors door slamming thrown door lock every 30 seconds made lively setting. room stuffy too. burn marks carpet lead believe nasty smokers occupied room many occasions. wife happy w/ aveda bath. base bar good great service well made drinks tho pricey.
"great front desk staff, the rest of the experience was dreadful. the room service staff have to be among the most poorly trained i have ever encountered. we had to ask four times for the staff not to slam the supply closet, adjacent to our room (almost in the room itself). they do these random room checks for the minibar, as if the entire budget hinged on the sale of a can of $9 peanuts. the roomservice is also equipped with walkie-talkies as loud as megaphones. if you like sleeping in on your vacation, don't stay here. also, the hotel was under massive construction, a detail that was conveniently excluded from the website. so we had to take the elevator with construction workers just about every time we used it. no discount because of the work and noise. i'd rather sleep in a box in the alley.
",truth,"great front desk staff, rest experience dreadful. room service staff among poorly trained ever encountered. ask four times staff slam supply closet, adjacent room (almost room itself). random room checks minibar, entire budget hinged sale $9 peanuts. roomservice also equipped walkie-talkies loud megaphones. like sleeping vacation, stay here. also, hotel massive construction, detail conveniently excluded website. take elevator construction workers every time used it. discount work noise. i'd rather sleep box alley."
"the room looked like a country club prison cell. flat paint on all walls, doors, trims, not especially clean. a platform bed and a long shelf/desk with an iron chair. no amenities, no homey touches, nothing on the walls. no room service, no gym, no concierge. the air conditioner clunked off and on all night. on the plus side, the bedding was nice and there was a large screen tv. don't waste your money.
",truth,"room looked like country club prison cell. flat paint walls, doors, trims, especially clean. platform bed long shelf/desk iron chair. amenities, homey touches, nothing walls. room service, gym, concierge. air conditioner clunked night. plus side, bedding nice large screen tv. waste money."
"we stayed at this hotel in february 2010. the room was great we had purchased it at a raffel at work for a fund raiser for united way. so we probably paid more then we needed but it was for charity. we were woke up at 3:00am in the morning by a group of at least 25 young people that were so loud coming off the elevators and down the hall ways they must of woke everyone up on our floor. of course one of the rooms they rented was right next to ours. they were so loud shouting profanities and banging on the walls that we thought there was maybe a fight going on. we called the front desk who sent security up immediately. security tried to get the people that were not registered guests to leave. we called down to the front desk two more times to send security back up again since nothing changed this went on for over an hour until it finally quieted down. because of this we ended up over sleeping in the morning since we were so exhausted. when we complained about it in the morning managemnet would do nothing for us because as they stated we used a gift certificate. well we still paid for it!!. they would not give us one thing free for the trouble that we had. we would never stay at this hotel again, obviously they really don't care about their guests.
",truth,"stayed hotel february 2010. room great purchased raffel work fund raiser united way. probably paid needed charity. woke 3:00am morning group least 25 young people loud coming elevators hall ways must woke everyone floor. course one rooms rented right next ours. loud shouting profanities banging walls thought maybe fight going on. called front desk sent security immediately. security tried get people registered guests leave. called front desk two times send security back since nothing changed went hour finally quieted down. ended sleeping morning since exhausted. complained morning managemnet would nothing us stated used gift certificate. well still paid it!!. would give us one thing free trouble had. would never stay hotel again, obviously really care guests."
"the talbott hotel itself is a bit worn around the edges. no - not a bit worn - very much so i'm sorry to say. although the location a block and a half from the best part of michigan ave. can't be beat, and the level of service is on par with many four seasons, there were quite a few bumps in the road. number one, the rooms are quite dreary - brown on brown is just so not pleasing. the desk chair was so badly worn that the ""lift"" button simply swirled down when you sat in it and no we're not grossly obese. the back of the chair leaned so much it was uncomfortable. my husband had to use 2 couch pillows to use it - one to get him up to desk heighth, one up against his back to scoot him up to the desk. the bathroom was oddly arranged so that the door swung up right next to the sink, so if you were using the far sink and someone needed to enter the bathroom you got hit with the door. the towels were very well worn and thin, although bath sized, which was a plus. the restaurant downstairs is practically another posting - suffice to say, it was horrific. we had some appetizers outside on the nice streetside tables, and they (appetizers) were awful and looked as though a child had tossed them together in the kitchen. a room service sandwich ordered later in our visit was totally wet on the side, served on a large white plate, and was one slice of meat and one slice of plastic american cheese on a grocery store-like roll - very very sad. even the menu, as limited as it was, looked as though someone's child had written it out. the good news is that chicago is a fairly well-read restaurant town so there are plenty of other places to go. unfortunately for us, the 3 days we stayed there was a large convention and jazz festival in town so we paid $325/nt for our disappointments. the good news is that the mini bars' wares were incredibly well-priced - when's the last time you had a $4 beer anywhere in a hotel? (even if it was bud and bud lite - lol!~) the front desk and curbside staff could not have been more accommodating. the water out of the shower was hot and plentiful, and the bed comfortable. the a/c was not noisy nor uncomfortable whatsoever, and we had it going the entire time as it was in the 90's our entire stay. free wi-fi - yes! and it wasn't horribly grindingly slow! no need for the advertised ""upgrade"" for faster wi-fi. talbott - please update your rooms and get a new restaurant concept and you will be ahead of the game. apparently there are enough folks getting deals on rooms here so they are pleased, but we were sadly not.
",truth,"talbott hotel bit worn around edges. - bit worn - much i'm sorry say. although location block half best part michigan ave. can't beat, level service par many four seasons, quite bumps road. number one, rooms quite dreary - brown brown pleasing. desk chair badly worn ""lift"" button simply swirled sat we're grossly obese. back chair leaned much uncomfortable. husband use 2 couch pillows use - one get desk heighth, one back scoot desk. bathroom oddly arranged door swung right next sink, using far sink someone needed enter bathroom got hit door. towels well worn thin, although bath sized, plus. restaurant downstairs practically another posting - suffice say, horrific. appetizers outside nice streetside tables, (appetizers) awful looked though child tossed together kitchen. room service sandwich ordered later visit totally wet side, served large white plate, one slice meat one slice plastic american cheese grocery store-like roll - sad. even menu, limited was, looked though someone's child written out. good news chicago fairly well-read restaurant town plenty places go. unfortunately us, 3 days stayed large convention jazz festival town paid $325/nt disappointments. good news mini bars' wares incredibly well-priced - when's last time $4 beer anywhere hotel? (even bud bud lite - lol!~) front desk curbside staff could accommodating. water shower hot plentiful, bed comfortable. a/c noisy uncomfortable whatsoever, going entire time 90's entire stay. free wi-fi - yes! horribly grindingly slow! need advertised ""upgrade"" faster wi-fi. talbott - please update rooms get new restaurant concept ahead game. apparently enough folks getting deals rooms pleased, sadly not."
"the hotel itself was beautiful and wonderful staff but the bottom line for me was that it was impossible to sleep through the night because the noise of the ambulance sirens continued throughout the night. for three consecutive nights. there was simply inadequate soundproofing - even 14 floors above the street (ok - 13 floors as there is no 13th floor). i hesitate to write this review but i rely on trip advisor reviews when traveling, and had i been warned about the ambulance sirens, i would have chosen to stay elsewhere. if you are a sound sleeper and noise is not an issue then it is a lovely hotel and excellent value. conveniently located. wonderful staff. but quiet is a key priority for me so i would not stay here again. :(
",truth,"hotel beautiful wonderful staff bottom line impossible sleep night noise ambulance sirens continued throughout night. three consecutive nights. simply inadequate soundproofing - even 14 floors street (ok - 13 floors 13th floor). hesitate write review rely trip advisor reviews traveling, warned ambulance sirens, would chosen stay elsewhere. sound sleeper noise issue lovely hotel excellent value. conveniently located. wonderful staff. quiet key priority would stay again. :("
